		ELEVATION	BASEDEMAND	INITQUALITY	PRESSURE	HEAD	DEMAND	QUALITY
15	21:00:00	190,00	2,00	1,00	45,62	295,29	3,12	0,00
16	21:00:00	150,00	20,00	1,00	62,77	294,86	31,20	0,00
17	21:00:00	180,00	20,00	1,00	49,77	294,86	31,20	0,00
18	21:00:00	100,00	20,00	1,00	84,43	294,85	31,20	0,00
19	21:00:00	150,00	5,00	1,00	62,76	294,85	7,80	0,00
20	21:00:00	170,00	19,00	1,00	54,21	295,10	29,64	0,00
21	21:00:00	150,00	16,00	1,00	62,86	295,06	24,96	0,00
22	21:00:00	200,00	10,00	1,00	41,19	295,06	15,60	0,00
23	21:00:00	230,00	8,00	1,00	28,59	295,99	12,48	0,00
24	21:00:00	190,00	11,00	1,00	45,71	295,48	17,16	0,00
25	21:00:00	230,00	6,00	1,00	28,71	296,26	9,36	0,00
27	21:00:00	130,00	8,00	1,00	72,03	296,23	12,48	0,00
28	21:00:00	110,00	0,00	1,00	80,69	296,22	0,00	0,00
29	21:00:00	110,00	7,00	1,00	80,69	296,22	10,92	0,00
30	21:00:00	130,00	3,00	1,00	72,02	296,22	4,68	0,00
31	21:00:00	190,00	17,00	1,00	46,04	296,25	26,52	0,00
32	21:00:00	110,00	17,00	1,00	80,09	294,85	26,52	0,00
33	21:00:00	180,00	1,50	1,00	49,86	295,06	2,34	0,00
34	21:00:00	190,00	1,50	1,00	45,52	295,06	2,34	0,00
35	21:00:00	110,00	0,00	1,00	80,69	296,22	0,00	0,00
36	21:00:00	110,00	1,00	1,00	80,69	296,22	1,56	0,00
26	21:00:00	235,00	0,00	1,00	26,64	296,49	-503,54	0,00
1	22:00:00	50,00	-694,40	1,00	105,37	293,18	0,00	0,00
2	22:00:00	100,00	8,00	1,00	83,70	293,18	9,52	0,00
3	22:00:00	60,00	14,00	1,00	101,03	293,17	16,66	0,00
4	22:00:00	60,00	8,00	1,00	101,04	293,18	9,52	0,00
5	22:00:00	100,00	8,00	1,00	83,70	293,18	9,52	0,00
6	22:00:00	125,00	5,00	1,00	72,88	293,19	5,95	0,00
7	22:00:00	160,00	4,00	1,00	57,73	293,24	4,76	0,00
8	22:00:00	110,00	9,00	1,00	79,40	293,24	10,71	0,00
9	22:00:00	180,00	14,00	1,00	49,07	293,25	16,66	0,00
10	22:00:00	130,00	5,00	1,00	70,73	293,24	5,95	0,00
11	22:00:00	185,00	34,78	1,00	46,92	293,29	41,39	0,00
12	22:00:00	210,00	16,00	1,00	36,17	293,47	19,04	0,00
13	22:00:00	210,00	2,00	1,00	36,20	293,54	2,38	0,00
14	22:00:00	200,00	2,00	1,00	40,56	293,61	2,38	0,00
15	22:00:00	190,00	2,00	1,00	44,94	293,71	2,38	0,00
16	22:00:00	150,00	20,00	1,00	62,16	293,45	23,80	0,00
17	22:00:00	180,00	20,00	1,00	49,16	293,45	23,80	0,00
18	22:00:00	100,00	20,00	1,00	83,82	293,44	23,80	0,00
19	22:00:00	150,00	5,00	1,00	62,15	293,44	5,95	0,00
20	22:00:00	170,00	19,00	1,00	53,55	293,59	22,61	0,00
21	22:00:00	150,00	16,00	1,00	62,21	293,57	19,04	0,00
22	22:00:00	200,00	10,00	1,00	40,54	293,57	11,90	0,00
23	22:00:00	230,00	8,00	1,00	27,79	294,13	9,52	0,00
24	22:00:00	190,00	11,00	1,00	44,99	293,83	13,09	0,00
25	22:00:00	230,00	6,00	1,00	27,86	294,30	7,14	0,00
27	22:00:00	130,00	8,00	1,00	71,18	294,28	9,52	0,00
28	22:00:00	110,00	0,00	1,00	79,85	294,27	0,00	0,00
29	22:00:00	110,00	7,00	1,00	79,85	294,27	8,33	0,00
30	22:00:00	130,00	3,00	1,00	71,18	294,27	3,57	0,00
31	22:00:00	190,00	17,00	1,00	45,19	294,29	20,23	0,00
32	22:00:00	110,00	17,00	1,00	79,48	293,44	20,23	0,00
33	22:00:00	180,00	1,50	1,00	49,21	293,57	1,78	0,00
34	22:00:00	190,00	1,50	1,00	44,88	293,57	1,78	0,00
35	22:00:00	110,00	0,00	1,00	79,85	294,27	0,00	0,00
36	22:00:00	110,00	1,00	1,00	79,85	294,27	1,19	0,00
26	22:00:00	235,00	0,00	1,00	25,75	294,44	-384,11	0,00
1	23:00:00	50,00	-694,40	1,00	104,63	291,47	0,00	0,00
2	23:00:00	100,00	8,00	1,00	82,96	291,47	10,08	0,00
3	23:00:00	60,00	14,00	1,00	100,29	291,46	17,64	0,00
4	23:00:00	60,00	8,00	1,00	100,29	291,47	10,08	0,00
5	23:00:00	100,00	8,00	1,00	82,96	291,47	10,08	0,00
6	23:00:00	125,00	5,00	1,00	72,14	291,49	6,30	0,00
7	23:00:00	160,00	4,00	1,00	57,00	291,54	5,04	0,00
8	23:00:00	110,00	9,00	1,00	78,66	291,54	11,34	0,00
9	23:00:00	180,00	14,00	1,00	48,34	291,55	17,64	0,00
10	23:00:00	130,00	5,00	1,00	69,99	291,53	6,30	0,00
11	23:00:00	185,00	34,78	1,00	46,18	291,59	43,82	0,00
12	23:00:00	210,00	16,00	1,00	35,44	291,79	20,16	0,00
13	23:00:00	210,00	2,00	1,00	35,47	291,87	2,52	0,00
14	23:00:00	200,00	2,00	1,00	39,84	291,95	2,52	0,00
15	23:00:00	190,00	2,00	1,00	44,22	292,06	2,52	0,00
16	23:00:00	150,00	20,00	1,00	61,43	291,77	25,20	0,00
17	23:00:00	180,00	20,00	1,00	48,43	291,77	25,20	0,00
18	23:00:00	100,00	20,00	1,00	83,09	291,76	25,20	0,00
19	23:00:00	150,00	5,00	1,00	61,42	291,76	6,30	0,00
20	23:00:00	170,00	19,00	1,00	52,83	291,93	23,94	0,00
21	23:00:00	150,00	16,00	1,00	61,49	291,90	20,16	0,00
22	23:00:00	200,00	10,00	1,00	39,82	291,90	12,60	0,00
23	23:00:00	230,00	8,00	1,00	27,09	292,53	10,08	0,00
24	23:00:00	190,00	11,00	1,00	44,28	292,19	13,86	0,00
25	23:00:00	230,00	6,00	1,00	27,17	292,71	7,56	0,00
27	23:00:00	130,00	8,00	1,00	70,49	292,69	10,08	0,00
28	23:00:00	110,00	0,00	1,00	79,16	292,69	0,00	0,00
29	23:00:00	110,00	7,00	1,00	79,16	292,69	8,82	0,00
30	23:00:00	130,00	3,00	1,00	70,49	292,68	3,78	0,00
31	23:00:00	190,00	17,00	1,00	44,50	292,70	21,42	0,00
32	23:00:00	110,00	17,00	1,00	78,76	291,76	21,42	0,00
33	23:00:00	180,00	1,50	1,00	48,49	291,90	1,89	0,00
34	23:00:00	190,00	1,50	1,00	44,15	291,90	1,89	0,00
35	23:00:00	110,00	0,00	1,00	79,16	292,69	0,00	0,00
36	23:00:00	110,00	1,00	1,00	79,16	292,69	1,26	0,00
26	23:00:00	235,00	0,00	1,00	25,07	292,87	-406,70	0,00
1	24:00:00	50,00	-694,40	1,00	107,45	297,99	-381,92	0,00
2	24:00:00	100,00	8,00	1,00	85,07	296,33	4,80	0,00
3	24:00:00	60,00	14,00	1,00	102,30	296,11	8,40	0,00
4	24:00:00	60,00	8,00	1,00	102,24	295,95	4,80	0,00
5	24:00:00	100,00	8,00	1,00	84,90	295,94	4,80	0,00
6	24:00:00	125,00	5,00	1,00	73,75	295,19	3,00	0,00
7	24:00:00	160,00	4,00	1,00	57,87	293,55	2,40	0,00
8	24:00:00	110,00	9,00	1,00	79,53	293,55	5,40	0,00
9	24:00:00	180,00	14,00	1,00	49,10	293,32	8,40	0,00
10	24:00:00	130,00	5,00	1,00	70,87	293,55	3,00	0,00
11	24:00:00	185,00	34,78	1,00	46,77	292,94	20,87	0,00
12	24:00:00	210,00	16,00	1,00	35,53	292,01	9,60	0,00
13	24:00:00	210,00	2,00	1,00	35,41	291,73	1,20	0,00
14	24:00:00	200,00	2,00	1,00	39,69	291,60	1,20	0,00
15	24:00:00	190,00	2,00	1,00	43,99	291,53	1,20	0,00
16	24:00:00	150,00	20,00	1,00	61,33	291,55	12,00	0,00
17	24:00:00	180,00	20,00	1,00	48,32	291,53	12,00	0,00
18	24:00:00	100,00	20,00	1,00	82,99	291,53	12,00	0,00
19	24:00:00	150,00	5,00	1,00	61,32	291,53	3,00	0,00
20	24:00:00	170,00	19,00	1,00	52,69	291,60	11,40	0,00
21	24:00:00	150,00	16,00	1,00	61,35	291,59	9,60	0,00
22	24:00:00	200,00	10,00	1,00	39,69	291,59	6,00	0,00
23	24:00:00	230,00	8,00	1,00	26,57	291,31	4,80	0,00
24	24:00:00	190,00	11,00	1,00	43,96	291,46	6,60	0,00
25	24:00:00	230,00	6,00	1,00	26,54	291,24	3,60	0,00
27	24:00:00	130,00	8,00	1,00	69,86	291,24	4,80	0,00
28	24:00:00	110,00	0,00	1,00	78,53	291,24	0,00	0,00
29	24:00:00	110,00	7,00	1,00	78,53	291,24	4,20	0,00
30	24:00:00	130,00	3,00	1,00	69,86	291,24	1,80	0,00
31	24:00:00	190,00	17,00	1,00	43,87	291,24	10,20	0,00
32	24:00:00	110,00	17,00	1,00	78,65	291,53	10,20	0,00
33	24:00:00	180,00	1,50	1,00	48,35	291,59	0,90	0,00
34	24:00:00	190,00	1,50	1,00	44,02	291,59	0,90	0,00
35	24:00:00	110,00	0,00	1,00	78,53	291,24	0,00	0,00
36	24:00:00	110,00	1,00	1,00	78,53	291,24	0,60	0,00
26	24:00:00	235,00	0,00	1,00	24,35	291,20	188,25	0,00
1	25:00:00	50,00	-694,40	1,00	112,31	309,19	-638,85	0,00
2	25:00:00	100,00	8,00	1,00	88,77	304,88	8,80	0,00
3	25:00:00	60,00	14,00	1,00	105,86	304,30	15,40	0,00
4	25:00:00	60,00	8,00	1,00	105,69	303,91	8,80	0,00
5	25:00:00	100,00	8,00	1,00	88,34	303,87	8,80	0,00
6	25:00:00	125,00	5,00	1,00	76,68	301,97	5,50	0,00
7	25:00:00	160,00	4,00	1,00	59,69	297,76	4,40	0,00
8	25:00:00	110,00	9,00	1,00	81,36	297,76	9,90	0,00
9	25:00:00	180,00	14,00	1,00	50,77	297,17	15,40	0,00
10	25:00:00	130,00	5,00	1,00	72,69	297,76	5,50	0,00
11	25:00:00	185,00	34,78	1,00	48,18	296,20	38,26	0,00
12	25:00:00	210,00	16,00	1,00	36,35	293,89	17,60	0,00
13	25:00:00	210,00	2,00	1,00	36,05	293,20	2,20	0,00
14	25:00:00	200,00	2,00	1,00	40,24	292,88	2,20	0,00
15	25:00:00	190,00	2,00	1,00	44,50	292,69	2,20	0,00
16	25:00:00	150,00	20,00	1,00	61,85	292,74	22,00	0,00
17	25:00:00	180,00	20,00	1,00	48,83	292,69	22,00	0,00
18	25:00:00	100,00	20,00	1,00	83,49	292,69	22,00	0,00
19	25:00:00	150,00	5,00	1,00	61,83	292,70	5,50	0,00
20	25:00:00	170,00	19,00	1,00	53,23	292,86	20,90	0,00
21	25:00:00	150,00	16,00	1,00	61,89	292,84	17,60	0,00
22	25:00:00	200,00	10,00	1,00	40,23	292,84	11,00	0,00
23	25:00:00	230,00	8,00	1,00	26,96	292,21	8,80	0,00
24	25:00:00	190,00	11,00	1,00	44,43	292,55	12,10	0,00
25	25:00:00	230,00	6,00	1,00	26,89	292,05	6,60	0,00
27	25:00:00	130,00	8,00	1,00	70,21	292,04	8,80	0,00
28	25:00:00	110,00	0,00	1,00	78,88	292,03	0,00	0,00
29	25:00:00	110,00	7,00	1,00	78,88	292,03	7,70	0,00
30	25:00:00	130,00	3,00	1,00	70,21	292,03	3,30	0,00
31	25:00:00	190,00	17,00	1,00	44,22	292,05	18,70	0,00
32	25:00:00	110,00	17,00	1,00	79,16	292,69	18,70	0,00
33	25:00:00	180,00	1,50	1,00	48,89	292,84	1,65	0,00
34	25:00:00	190,00	1,50	1,00	44,56	292,84	1,65	0,00
35	25:00:00	110,00	0,00	1,00	78,88	292,03	0,00	0,00
36	25:00:00	110,00	1,00	1,00	78,88	292,03	1,10	0,00
26	25:00:00	235,00	0,00	1,00	24,69	291,97	283,79	0,00
1	26:00:00	50,00	-694,40	1,00	112,93	310,62	-638,85	0,00
2	26:00:00	100,00	8,00	1,00	89,39	306,31	8,24	0,00
3	26:00:00	60,00	14,00	1,00	106,48	305,74	14,42	0,00
4	26:00:00	60,00	8,00	1,00	106,30	305,34	8,24	0,00
5	26:00:00	100,00	8,00	1,00	88,96	305,30	8,24	0,00
6	26:00:00	125,00	5,00	1,00	77,29	303,38	5,15	0,00
7	26:00:00	160,00	4,00	1,00	60,29	299,13	4,12	0,00
8	26:00:00	110,00	9,00	1,00	81,95	299,13	9,27	0,00
9	26:00:00	180,00	14,00	1,00	51,36	298,54	14,42	0,00
10	26:00:00	130,00	5,00	1,00	73,28	299,13	5,15	0,00
11	26:00:00	185,00	34,78	1,00	48,77	297,55	35,82	0,00
12	26:00:00	210,00	16,00	1,00	36,90	295,17	16,48	0,00
13	26:00:00	210,00	2,00	1,00	36,60	294,46	2,06	0,00
14	26:00:00	200,00	2,00	1,00	40,79	294,13	2,06	0,00
15	26:00:00	190,00	2,00	1,00	45,03	293,93	2,06	0,00
16	26:00:00	150,00	20,00	1,00	62,39	293,98	20,60	0,00
17	26:00:00	180,00	20,00	1,00	49,37	293,93	20,60	0,00
18	26:00:00	100,00	20,00	1,00	84,03	293,93	20,60	0,00
19	26:00:00	150,00	5,00	1,00	62,37	293,94	5,15	0,00
20	26:00:00	170,00	19,00	1,00	53,78	294,11	19,57	0,00
21	26:00:00	150,00	16,00	1,00	62,44	294,10	16,48	0,00
22	26:00:00	200,00	10,00	1,00	40,77	294,10	10,30	0,00
23	26:00:00	230,00	8,00	1,00	27,47	293,40	8,24	0,00
24	26:00:00	190,00	11,00	1,00	44,96	293,77	11,33	0,00
25	26:00:00	230,00	6,00	1,00	27,40	293,23	6,18	0,00
27	26:00:00	130,00	8,00	1,00	70,72	293,21	8,24	0,00
28	26:00:00	110,00	0,00	1,00	79,38	293,21	0,00	0,00
29	26:00:00	110,00	7,00	1,00	79,38	293,21	7,21	0,00
30	26:00:00	130,00	3,00	1,00	70,72	293,21	3,09	0,00
31	26:00:00	190,00	17,00	1,00	44,73	293,22	17,51	0,00
32	26:00:00	110,00	17,00	1,00	79,70	293,93	17,51	0,00
33	26:00:00	180,00	1,50	1,00	49,44	294,09	1,55	0,00
34	26:00:00	190,00	1,50	1,00	45,10	294,09	1,55	0,00
35	26:00:00	110,00	0,00	1,00	79,38	293,21	0,00	0,00
36	26:00:00	110,00	1,00	1,00	79,38	293,21	1,03	0,00
26	26:00:00	235,00	0,00	1,00	25,19	293,13	306,38	0,00
1	27:00:00	50,00	-694,40	1,00	114,01	313,11	-638,85	0,00
2	27:00:00	100,00	8,00	1,00	90,47	308,80	5,84	0,00
3	27:00:00	60,00	14,00	1,00	107,56	308,24	10,22	0,00
4	27:00:00	60,00	8,00	1,00	107,38	307,82	5,84	0,00
5	27:00:00	100,00	8,00	1,00	90,03	307,78	5,84	0,00
6	27:00:00	125,00	5,00	1,00	78,34	305,79	3,65	0,00
7	27:00:00	160,00	4,00	1,00	61,26	301,37	2,92	0,00
8	27:00:00	110,00	9,00	1,00	82,92	301,37	6,57	0,00
9	27:00:00	180,00	14,00	1,00	52,32	300,75	10,22	0,00
10	27:00:00	130,00	5,00	1,00	74,26	301,37	3,65	0,00
11	27:00:00	185,00	34,78	1,00	49,69	299,68	25,39	0,00
12	27:00:00	210,00	16,00	1,00	37,70	297,02	11,68	0,00
13	27:00:00	210,00	2,00	1,00	37,35	296,21	1,46	0,00
14	27:00:00	200,00	2,00	1,00	41,52	295,82	1,46	0,00
15	27:00:00	190,00	2,00	1,00	45,74	295,57	1,46	0,00
16	27:00:00	150,00	20,00	1,00	63,13	295,70	14,60	0,00
17	27:00:00	180,00	20,00	1,00	50,11	295,64	14,60	0,00
18	27:00:00	100,00	20,00	1,00	84,77	295,64	14,60	0,00
19	27:00:00	150,00	5,00	1,00	63,11	295,65	3,65	0,00
20	27:00:00	170,00	19,00	1,00	54,51	295,81	13,87	0,00
21	27:00:00	150,00	16,00	1,00	63,18	295,80	11,68	0,00
22	27:00:00	200,00	10,00	1,00	41,51	295,80	7,30	0,00
23	27:00:00	230,00	8,00	1,00	28,08	294,80	5,84	0,00
24	27:00:00	190,00	11,00	1,00	45,64	295,34	8,03	0,00
25	27:00:00	230,00	6,00	1,00	27,96	294,54	4,38	0,00
27	27:00:00	130,00	8,00	1,00	71,29	294,53	5,84	0,00
28	27:00:00	110,00	0,00	1,00	79,96	294,53	0,00	0,00
29	27:00:00	110,00	7,00	1,00	79,96	294,53	5,11	0,00
30	27:00:00	130,00	3,00	1,00	71,29	294,53	2,19	0,00
31	27:00:00	190,00	17,00	1,00	45,29	294,53	12,41	0,00
32	27:00:00	110,00	17,00	1,00	80,44	295,64	12,41	0,00
33	27:00:00	180,00	1,50	1,00	50,18	295,80	1,10	0,00
34	27:00:00	190,00	1,50	1,00	45,84	295,80	1,10	0,00
35	27:00:00	110,00	0,00	1,00	79,96	294,53	0,00	0,00
36	27:00:00	110,00	1,00	1,00	79,96	294,53	0,73	0,00
26	27:00:00	235,00	0,00	1,00	25,73	294,38	403,22	0,00
1	28:00:00	50,00	-694,40	1,00	114,45	314,12	-638,85	0,00
2	28:00:00	100,00	8,00	1,00	90,91	309,81	7,04	0,00
3	28:00:00	60,00	14,00	1,00	108,00	309,25	12,32	0,00
4	28:00:00	60,00	8,00	1,00	107,82	308,84	7,04	0,00
5	28:00:00	100,00	8,00	1,00	90,47	308,80	7,04	0,00
6	28:00:00	125,00	5,00	1,00	78,79	306,84	4,40	0,00
7	28:00:00	160,00	4,00	1,00	61,75	302,51	3,52	0,00
8	28:00:00	110,00	9,00	1,00	83,41	302,51	7,92	0,00
9	28:00:00	180,00	14,00	1,00	52,82	301,90	12,32	0,00
10	28:00:00	130,00	5,00	1,00	74,75	302,51	4,40	0,00
11	28:00:00	185,00	34,78	1,00	50,21	300,87	30,61	0,00
12	28:00:00	210,00	16,00	1,00	38,28	298,35	14,08	0,00
13	28:00:00	210,00	2,00	1,00	37,95	297,59	1,76	0,00
14	28:00:00	200,00	2,00	1,00	42,13	297,24	1,76	0,00
15	28:00:00	190,00	2,00	1,00	46,37	297,02	1,76	0,00
16	28:00:00	150,00	20,00	1,00	63,74	297,10	17,60	0,00
17	28:00:00	180,00	20,00	1,00	50,71	297,04	17,60	0,00
18	28:00:00	100,00	20,00	1,00	85,38	297,04	17,60	0,00
19	28:00:00	150,00	5,00	1,00	63,72	297,05	4,40	0,00
20	28:00:00	170,00	19,00	1,00	55,13	297,22	16,72	0,00
21	28:00:00	150,00	16,00	1,00	63,79	297,21	14,08	0,00
22	28:00:00	200,00	10,00	1,00	42,12	297,21	8,80	0,00
23	28:00:00	230,00	8,00	1,00	28,76	296,37	7,04	0,00
24	28:00:00	190,00	11,00	1,00	46,29	296,82	9,68	0,00
25	28:00:00	230,00	6,00	1,00	28,66	296,15	5,28	0,00
27	28:00:00	130,00	8,00	1,00	71,99	296,14	7,04	0,00
28	28:00:00	110,00	0,00	1,00	80,65	296,14	0,00	0,00
29	28:00:00	110,00	7,00	1,00	80,65	296,14	6,16	0,00
30	28:00:00	130,00	3,00	1,00	71,99	296,14	2,64	0,00
31	28:00:00	190,00	17,00	1,00	45,99	296,15	14,96	0,00
32	28:00:00	110,00	17,00	1,00	81,04	297,04	14,96	0,00
33	28:00:00	180,00	1,50	1,00	50,79	297,21	1,32	0,00
34	28:00:00	190,00	1,50	1,00	46,46	297,21	1,32	0,00
35	28:00:00	110,00	0,00	1,00	80,65	296,14	0,00	0,00
36	28:00:00	110,00	1,00	1,00	80,65	296,14	0,88	0,00
26	28:00:00	235,00	0,00	1,00	26,45	296,03	354,80	0,00
1	29:00:00	50,00	-694,40	1,00	114,42	314,07	-624,96	0,00
2	29:00:00	100,00	8,00	1,00	90,96	309,93	8,48	0,00
3	29:00:00	60,00	14,00	1,00	108,06	309,38	14,84	0,00
4	29:00:00	60,00	8,00	1,00	107,89	309,00	8,48	0,00
5	29:00:00	100,00	8,00	1,00	90,54	308,96	8,48	0,00
6	29:00:00	125,00	5,00	1,00	78,92	307,13	5,30	0,00
7	29:00:00	160,00	4,00	1,00	62,00	303,08	4,24	0,00
8	29:00:00	110,00	9,00	1,00	83,66	303,08	9,54	0,00
9	29:00:00	180,00	14,00	1,00	53,09	302,52	14,84	0,00
10	29:00:00	130,00	5,00	1,00	75,00	303,08	5,30	0,00
11	29:00:00	185,00	34,78	1,00	50,52	301,58	36,87	0,00
12	29:00:00	210,00	16,00	1,00	38,71	299,34	16,96	0,00
13	29:00:00	210,00	2,00	1,00	38,43	298,68	2,12	0,00
14	29:00:00	200,00	2,00	1,00	42,62	298,37	2,12	0,00
15	29:00:00	190,00	2,00	1,00	46,88	298,19	2,12	0,00
16	29:00:00	150,00	20,00	1,00	64,23	298,23	21,20	0,00
17	29:00:00	180,00	20,00	1,00	51,21	298,19	21,20	0,00
18	29:00:00	100,00	20,00	1,00	85,87	298,19	21,20	0,00
19	29:00:00	150,00	5,00	1,00	64,21	298,19	5,30	0,00
20	29:00:00	170,00	19,00	1,00	55,61	298,35	20,14	0,00
21	29:00:00	150,00	16,00	1,00	64,27	298,33	16,96	0,00
22	29:00:00	200,00	10,00	1,00	42,61	298,33	10,60	0,00
23	29:00:00	230,00	8,00	1,00	29,34	297,72	8,48	0,00
24	29:00:00	190,00	11,00	1,00	46,82	298,04	11,66	0,00
25	29:00:00	230,00	6,00	1,00	29,27	297,56	6,36	0,00
27	29:00:00	130,00	8,00	1,00	72,60	297,55	8,48	0,00
28	29:00:00	110,00	0,00	1,00	81,26	297,54	0,00	0,00
29	29:00:00	110,00	7,00	1,00	81,26	297,54	7,42	0,00
30	29:00:00	130,00	3,00	1,00	72,60	297,54	3,18	0,00
31	29:00:00	190,00	17,00	1,00	46,60	297,55	18,02	0,00
32	29:00:00	110,00	17,00	1,00	81,54	298,19	18,02	0,00
33	29:00:00	180,00	1,50	1,00	51,27	298,33	1,59	0,00
34	29:00:00	190,00	1,50	1,00	46,94	298,33	1,59	0,00
35	29:00:00	110,00	0,00	1,00	81,26	297,54	0,00	0,00
36	29:00:00	110,00	1,00	1,00	81,26	297,54	1,06	0,00
26	29:00:00	235,00	0,00	1,00	27,07	297,48	282,81	0,00
1	30:00:00	50,00	-694,40	1,00	115,04	315,49	-624,96	0,00
2	30:00:00	100,00	8,00	1,00	91,58	311,35	7,92	0,00
3	30:00:00	60,00	14,00	1,00	108,67	310,81	13,86	0,00
4	30:00:00	60,00	8,00	1,00	108,51	310,42	7,92	0,00
5	30:00:00	100,00	8,00	1,00	91,16	310,38	7,92	0,00
6	30:00:00	125,00	5,00	1,00	79,53	308,54	4,95	0,00
7	30:00:00	160,00	4,00	1,00	62,59	304,45	3,96	0,00
8	30:00:00	110,00	9,00	1,00	84,26	304,45	8,91	0,00
9	30:00:00	180,00	14,00	1,00	53,68	303,88	13,86	0,00
10	30:00:00	130,00	5,00	1,00	75,59	304,45	4,95	0,00
11	30:00:00	185,00	34,78	1,00	51,10	302,92	34,43	0,00
12	30:00:00	210,00	16,00	1,00	39,27	300,62	15,84	0,00
13	30:00:00	210,00	2,00	1,00	38,97	299,94	1,98	0,00
14	30:00:00	200,00	2,00	1,00	43,16	299,62	1,98	0,00
15	30:00:00	190,00	2,00	1,00	47,41	299,42	1,98	0,00
16	30:00:00	150,00	20,00	1,00	64,77	299,47	19,80	0,00
17	30:00:00	180,00	20,00	1,00	51,75	299,43	19,80	0,00
18	30:00:00	100,00	20,00	1,00	86,41	299,42	19,80	0,00
19	30:00:00	150,00	5,00	1,00	64,75	299,43	4,95	0,00
20	30:00:00	170,00	19,00	1,00	56,16	299,60	18,81	0,00
21	30:00:00	150,00	16,00	1,00	64,81	299,58	15,84	0,00
22	30:00:00	200,00	10,00	1,00	43,15	299,58	9,90	0,00
23	30:00:00	230,00	8,00	1,00	29,86	298,90	7,92	0,00
24	30:00:00	190,00	11,00	1,00	47,34	299,26	10,89	0,00
25	30:00:00	230,00	6,00	1,00	29,78	298,73	5,94	0,00
27	30:00:00	130,00	8,00	1,00	73,10	298,72	7,92	0,00
28	30:00:00	110,00	0,00	1,00	81,77	298,71	0,00	0,00
29	30:00:00	110,00	7,00	1,00	81,77	298,71	6,93	0,00
30	30:00:00	130,00	3,00	1,00	73,10	298,71	2,97	0,00
31	30:00:00	190,00	17,00	1,00	47,11	298,72	16,83	0,00
32	30:00:00	110,00	17,00	1,00	82,08	299,42	16,83	0,00
33	30:00:00	180,00	1,50	1,00	51,82	299,58	1,49	0,00
34	30:00:00	190,00	1,50	1,00	47,48	299,58	1,49	0,00
35	30:00:00	110,00	0,00	1,00	81,77	298,71	0,00	0,00
36	30:00:00	110,00	1,00	1,00	81,77	298,71	0,99	0,00
26	30:00:00	235,00	0,00	1,00	27,57	298,64	305,41	0,00
1	31:00:00	50,00	-694,40	1,00	109,46	302,62	-312,48	0,00
2	31:00:00	100,00	8,00	1,00	87,30	301,47	13,76	0,00
3	31:00:00	60,00	14,00	1,00	104,55	301,29	24,08	0,00
4	31:00:00	60,00	8,00	1,00	104,53	301,23	13,76	0,00
5	31:00:00	100,00	8,00	1,00	87,19	301,23	13,76	0,00
6	31:00:00	125,00	5,00	1,00	76,20	300,86	8,60	0,00
7	31:00:00	160,00	4,00	1,00	60,69	300,08	6,88	0,00
8	31:00:00	110,00	9,00	1,00	82,36	300,07	15,48	0,00
9	31:00:00	180,00	14,00	1,00	51,99	299,99	24,08	0,00
10	31:00:00	130,00	5,00	1,00	73,69	300,07	8,60	0,00
11	31:00:00	185,00	34,78	1,00	49,77	299,86	59,82	0,00
12	31:00:00	210,00	16,00	1,00	38,87	299,70	27,52	0,00
13	31:00:00	210,00	2,00	1,00	38,85	299,67	3,44	0,00
14	31:00:00	200,00	2,00	1,00	43,18	299,66	3,44	0,00
15	31:00:00	190,00	2,00	1,00	47,52	299,67	3,44	0,00
16	31:00:00	150,00	20,00	1,00	64,71	299,35	34,40	0,00
17	31:00:00	180,00	20,00	1,00	51,71	299,34	34,40	0,00
18	31:00:00	100,00	20,00	1,00	86,37	299,32	34,40	0,00
19	31:00:00	150,00	5,00	1,00	64,70	299,32	8,60	0,00
20	31:00:00	170,00	19,00	1,00	56,16	299,62	32,68	0,00
21	31:00:00	150,00	16,00	1,00	64,81	299,58	27,52	0,00
22	31:00:00	200,00	10,00	1,00	43,15	299,58	17,20	0,00
23	31:00:00	230,00	8,00	1,00	30,23	299,78	13,76	0,00
24	31:00:00	190,00	11,00	1,00	47,53	299,70	18,92	0,00
25	31:00:00	230,00	6,00	1,00	30,25	299,82	10,32	0,00
27	31:00:00	130,00	8,00	1,00	73,57	299,79	13,76	0,00
28	31:00:00	110,00	0,00	1,00	82,23	299,78	0,00	0,00
29	31:00:00	110,00	7,00	1,00	82,23	299,78	12,04	0,00
30	31:00:00	130,00	3,00	1,00	73,57	299,78	5,16	0,00
31	31:00:00	190,00	17,00	1,00	47,58	299,81	29,24	0,00
32	31:00:00	110,00	17,00	1,00	82,03	299,32	29,24	0,00
33	31:00:00	180,00	1,50	1,00	51,81	299,58	2,58	0,00
34	31:00:00	190,00	1,50	1,00	47,48	299,58	2,58	0,00
35	31:00:00	110,00	0,00	1,00	82,23	299,78	0,00	0,00
36	31:00:00	110,00	1,00	1,00	82,23	299,78	1,72	0,00
26	31:00:00	235,00	0,00	1,00	28,11	299,88	-242,70	0,00
1	32:00:00	50,00	-694,40	1,00	107,36	297,77	0,00	0,00
2	32:00:00	100,00	8,00	1,00	85,69	297,77	8,96	0,00
3	32:00:00	60,00	14,00	1,00	103,02	297,76	15,68	0,00
4	32:00:00	60,00	8,00	1,00	103,02	297,77	8,96	0,00
