		LENGHT	DIAMETER	ROUGHNESS	FLOW	VELOCITY	UNITHEADLOSS	FRICTIONFACTOR	QUALITY
9	16:00:00	400,00	12,00	100,00	675,49	1,92	1,99	0,03	0,00
10	16:00:00	1000,00	8,00	140,00	1,55	9,89e-03	9,97e-05	0,04	0,00
11	16:00:00	700,00	12,00	100,00	671,15	1,90	1,97	0,03	0,00
12	16:00:00	1,90e+03	12,00	100,00	660,37	1,87	1,91	0,04	0,00
13	16:00:00	600,00	12,00	100,00	655,41	1,86	1,88	0,04	0,00
14	16:00:00	400,00	12,00	100,00	560,47	1,59	1,41	0,04	0,00
15	16:00:00	300,00	12,00	100,00	544,97	1,55	1,34	0,04	0,00
16	16:00:00	1,50e+03	8,00	100,00	94,31	0,60	0,37	0,04	0,00
17	16:00:00	1,50e+03	8,00	100,00	68,89	0,44	0,21	0,05	0,00
18	16:00:00	600,00	8,00	100,00	57,45	0,37	0,15	0,05	0,00
19	16:00:00	700,00	12,00	100,00	17,64	0,05	2,33e-03	0,06	0,00
20	16:00:00	350,00	12,00	100,00	23,84	0,07	4,07e-03	0,06	0,00
21	16:00:00	1,40e+03	8,00	100,00	30,66	0,20	0,05	0,05	0,00
22	16:00:00	1,10e+03	12,00	100,00	14,88	0,04	1,70e-03	0,06	0,00
23	16:00:00	1,30e+03	8,00	100,00	4,51	0,03	1,34e-03	0,07	0,00
24	16:00:00	1,30e+03	8,00	100,00	0,45	2,86e-03	1,87e-05	0,10	0,00
25	16:00:00	1,30e+03	8,00	100,00	4,48	0,03	1,33e-03	0,07	0,00
26	16:00:00	600,00	12,00	100,00	609,84	1,73	1,65	0,04	0,00
27	16:00:00	250,00	12,00	100,00	613,25	1,74	1,67	0,04	0,00
28	16:00:00	300,00	12,00	100,00	607,36	1,72	1,64	0,04	0,00
29	16:00:00	200,00	12,00	100,00	594,34	1,69	1,57	0,04	0,00
30	16:00:00	600,00	12,00	100,00	11,16	0,03	9,98e-04	0,06	0,00
31	16:00:00	400,00	8,00	100,00	5,89	0,04	2,20e-03	0,07	0,00
32	16:00:00	400,00	8,00	100,00	3,41	0,02	8,00e-04	0,07	0,00
34	16:00:00	700,00	8,00	100,00	0,53	3,41e-03	2,58e-05	0,10	0,00
35	16:00:00	1000,00	8,00	100,00	0,93	5,94e-03	7,22e-05	0,09	0,00
36	16:00:00	400,00	8,00	100,00	0,46	2,97e-03	2,00e-05	0,10	0,00
37	16:00:00	500,00	8,00	100,00	29,11	0,19	0,04	0,05	0,00
38	16:00:00	500,00	8,00	100,00	0,71	4,51e-03	4,33e-05	0,09	0,00
39	16:00:00	1000,00	8,00	100,00	0,93	5,94e-03	7,22e-05	0,09	0,00
40	16:00:00	700,00	8,00	100,00	0,22	1,43e-03	5,16e-06	0,11	0,00
41	16:00:00	300,00	8,00	100,00	0,31	1,98e-03	9,43e-06	0,10	0,00
1	17:00:00	2,40e+03	12,00	100,00	104,16	0,30	0,06	0,05	0,00
2	17:00:00	800,00	12,00	100,00	78,91	0,22	0,04	0,05	0,00
3	17:00:00	1,30e+03	8,00	100,00	19,01	0,12	0,02	0,06	0,00
4	17:00:00	1,20e+03	8,00	100,00	8,09	0,05	3,97e-03	0,06	0,00
5	17:00:00	1000,00	12,00	100,00	1,85	5,26e-03	3,59e-05	0,08	0,00
6	17:00:00	1,20e+03	12,00	100,00	74,52	0,21	0,03	0,05	0,00
7	17:00:00	2,70e+03	12,00	100,00	70,62	0,20	0,03	0,05	0,00
8	17:00:00	1,20e+03	12,00	140,00	10,92	0,03	5,14e-04	0,03	0,00
9	17:00:00	400,00	12,00	100,00	56,58	0,16	0,02	0,05	0,00
10	17:00:00	1000,00	8,00	140,00	3,90	0,02	5,50e-04	0,04	0,00
11	17:00:00	700,00	12,00	100,00	45,66	0,13	0,01	0,05	0,00
12	17:00:00	1,90e+03	12,00	100,00	18,53	0,05	2,55e-03	0,06	0,00
13	17:00:00	600,00	12,00	100,00	6,05	0,02	3,21e-04	0,07	0,00
14	17:00:00	400,00	12,00	100,00	26,14	0,07	4,83e-03	0,06	0,00
15	17:00:00	300,00	12,00	100,00	65,14	0,18	0,03	0,05	0,00
16	17:00:00	1,50e+03	8,00	100,00	30,63	0,20	0,05	0,05	0,00
17	17:00:00	1,50e+03	8,00	100,00	33,33	0,21	0,05	0,05	0,00
18	17:00:00	600,00	8,00	100,00	7,42	0,05	3,38e-03	0,06	0,00
19	17:00:00	700,00	12,00	100,00	25,14	0,07	4,49e-03	0,06	0,00
20	17:00:00	350,00	12,00	100,00	9,54	0,03	7,47e-04	0,07	0,00
21	17:00:00	1,40e+03	8,00	100,00	7,62	0,05	3,55e-03	0,06	0,00
22	17:00:00	1,10e+03	12,00	100,00	37,44	0,11	9,39e-03	0,05	0,00
23	17:00:00	1,30e+03	8,00	100,00	11,35	0,07	7,43e-03	0,06	0,00
24	17:00:00	1,30e+03	8,00	100,00	1,13	7,20e-03	1,03e-04	0,09	0,00
25	17:00:00	1,30e+03	8,00	100,00	11,27	0,07	7,32e-03	0,06	0,00
26	17:00:00	600,00	12,00	100,00	108,61	0,31	0,07	0,05	0,00
27	17:00:00	250,00	12,00	100,00	100,03	0,28	0,06	0,05	0,00
28	17:00:00	300,00	12,00	100,00	114,85	0,33	0,07	0,05	0,00
29	17:00:00	200,00	12,00	100,00	147,61	0,42	0,12	0,04	0,00
30	17:00:00	600,00	12,00	100,00	28,08	0,08	5,51e-03	0,06	0,00
31	17:00:00	400,00	8,00	100,00	14,82	0,09	0,01	0,06	0,00
32	17:00:00	400,00	8,00	100,00	8,58	0,05	4,42e-03	0,06	0,00
34	17:00:00	700,00	8,00	100,00	1,34	8,57e-03	1,43e-04	0,08	0,00
35	17:00:00	1000,00	8,00	100,00	2,34	0,01	3,99e-04	0,08	0,00
36	17:00:00	400,00	8,00	100,00	1,17	7,47e-03	1,10e-04	0,08	0,00
37	17:00:00	500,00	8,00	100,00	3,72	0,02	9,39e-04	0,07	0,00
38	17:00:00	500,00	8,00	100,00	1,78	0,01	2,39e-04	0,08	0,00
39	17:00:00	1000,00	8,00	100,00	2,34	0,01	3,99e-04	0,08	0,00
40	17:00:00	700,00	8,00	100,00	0,56	3,59e-03	2,85e-05	0,09	0,00
41	17:00:00	300,00	8,00	100,00	0,78	4,98e-03	5,21e-05	0,09	0,00
1	18:00:00	2,40e+03	12,00	100,00	2,55e-04	7,24e-07	2,37e-14	0,00	0,00
2	18:00:00	800,00	12,00	100,00	5,56	0,02	2,74e-04	0,07	0,00
3	18:00:00	1,30e+03	8,00	100,00	2,60	0,02	4,83e-04	0,08	0,00
4	18:00:00	1,20e+03	8,00	100,00	2,58	0,02	4,79e-04	0,08	0,00
5	18:00:00	1000,00	12,00	100,00	5,54	0,02	2,73e-04	0,07	0,00
6	18:00:00	1,20e+03	12,00	100,00	14,06	0,04	1,53e-03	0,06	0,00
7	18:00:00	2,70e+03	12,00	100,00	15,91	0,05	1,93e-03	0,06	0,00
8	18:00:00	1,20e+03	12,00	140,00	5,18	0,01	1,29e-04	0,04	0,00
9	18:00:00	400,00	12,00	100,00	22,57	0,06	3,68e-03	0,06	0,00
10	18:00:00	1000,00	8,00	140,00	1,85	0,01	1,38e-04	0,04	0,00
11	18:00:00	700,00	12,00	100,00	27,75	0,08	5,39e-03	0,06	0,00
12	18:00:00	1,90e+03	12,00	100,00	40,62	0,12	0,01	0,05	0,00
13	18:00:00	600,00	12,00	100,00	46,54	0,13	0,01	0,05	0,00
14	18:00:00	400,00	12,00	100,00	58,31	0,17	0,02	0,05	0,00
15	18:00:00	300,00	12,00	100,00	76,81	0,22	0,04	0,05	0,00
16	18:00:00	1,50e+03	8,00	100,00	11,03	0,07	7,04e-03	0,06	0,00
17	18:00:00	1,50e+03	8,00	100,00	19,31	0,12	0,02	0,06	0,00
18	18:00:00	600,00	8,00	100,00	0,59	3,78e-03	3,07e-05	0,09	0,00
19	18:00:00	700,00	12,00	100,00	12,50	0,04	1,23e-03	0,06	0,00
20	18:00:00	350,00	12,00	100,00	5,10	0,01	2,34e-04	0,07	0,00
21	18:00:00	1,40e+03	8,00	100,00	3,04	0,02	6,47e-04	0,07	0,00
22	18:00:00	1,10e+03	12,00	100,00	17,76	0,05	2,36e-03	0,06	0,00
23	18:00:00	1,30e+03	8,00	100,00	5,39	0,03	1,87e-03	0,07	0,00
24	18:00:00	1,30e+03	8,00	100,00	0,53	3,41e-03	2,59e-05	0,10	0,00
25	18:00:00	1,30e+03	8,00	100,00	5,34	0,03	1,84e-03	0,07	0,00
26	18:00:00	600,00	12,00	100,00	100,93	0,29	0,06	0,05	0,00
27	18:00:00	250,00	12,00	100,00	96,86	0,27	0,05	0,05	0,00
28	18:00:00	300,00	12,00	100,00	103,89	0,29	0,06	0,05	0,00
29	18:00:00	200,00	12,00	100,00	119,43	0,34	0,08	0,05	0,00
30	18:00:00	600,00	12,00	100,00	13,32	0,04	1,39e-03	0,06	0,00
31	18:00:00	400,00	8,00	100,00	7,03	0,04	3,06e-03	0,07	0,00
32	18:00:00	400,00	8,00	100,00	4,07	0,03	1,11e-03	0,07	0,00
34	18:00:00	700,00	8,00	100,00	0,64	4,07e-03	3,58e-05	0,09	0,00
35	18:00:00	1000,00	8,00	100,00	1,11	7,08e-03	1,00e-04	0,09	0,00
36	18:00:00	400,00	8,00	100,00	0,56	3,54e-03	2,77e-05	0,09	0,00
37	18:00:00	500,00	8,00	100,00	1,19	7,60e-03	1,14e-04	0,08	0,00
38	18:00:00	500,00	8,00	100,00	0,84	5,38e-03	6,02e-05	0,09	0,00
39	18:00:00	1000,00	8,00	100,00	1,11	7,08e-03	1,00e-04	0,09	0,00
40	18:00:00	700,00	8,00	100,00	0,27	1,70e-03	7,16e-06	0,11	0,00
41	18:00:00	300,00	8,00	100,00	0,37	2,36e-03	1,31e-05	0,10	0,00
1	19:00:00	2,40e+03	12,00	100,00	2,55e-04	7,22e-07	2,37e-14	0,00	0,00
2	19:00:00	800,00	12,00	100,00	10,06	0,03	8,24e-04	0,07	0,00
3	19:00:00	1,30e+03	8,00	100,00	4,70	0,03	1,45e-03	0,07	0,00
4	19:00:00	1,20e+03	8,00	100,00	4,68	0,03	1,44e-03	0,07	0,00
5	19:00:00	1000,00	12,00	100,00	10,04	0,03	8,20e-04	0,07	0,00
6	19:00:00	1,20e+03	12,00	100,00	25,46	0,07	4,60e-03	0,06	0,00
7	19:00:00	2,70e+03	12,00	100,00	28,81	0,08	5,78e-03	0,06	0,00
8	19:00:00	1,20e+03	12,00	140,00	9,38	0,03	3,88e-04	0,04	0,00
9	19:00:00	400,00	12,00	100,00	40,87	0,12	0,01	0,05	0,00
10	19:00:00	1000,00	8,00	140,00	3,35	0,02	4,15e-04	0,04	0,00
11	19:00:00	700,00	12,00	100,00	50,25	0,14	0,02	0,05	0,00
12	19:00:00	1,90e+03	12,00	100,00	73,55	0,21	0,03	0,05	0,00
13	19:00:00	600,00	12,00	100,00	84,27	0,24	0,04	0,05	0,00
14	19:00:00	400,00	12,00	100,00	105,59	0,30	0,06	0,05	0,00
15	19:00:00	300,00	12,00	100,00	139,09	0,39	0,11	0,04	0,00
16	19:00:00	1,50e+03	8,00	100,00	19,98	0,13	0,02	0,06	0,00
17	19:00:00	1,50e+03	8,00	100,00	34,96	0,22	0,06	0,05	0,00
18	19:00:00	600,00	8,00	100,00	1,07	6,85e-03	9,42e-05	0,09	0,00
19	19:00:00	700,00	12,00	100,00	22,64	0,06	3,70e-03	0,06	0,00
20	19:00:00	350,00	12,00	100,00	9,24	0,03	7,03e-04	0,07	0,00
21	19:00:00	1,40e+03	8,00	100,00	5,50	0,04	1,94e-03	0,07	0,00
22	19:00:00	1,10e+03	12,00	100,00	32,16	0,09	7,09e-03	0,05	0,00
23	19:00:00	1,30e+03	8,00	100,00	9,75	0,06	5,60e-03	0,06	0,00
24	19:00:00	1,30e+03	8,00	100,00	0,97	6,18e-03	7,78e-05	0,09	0,00
25	19:00:00	1,30e+03	8,00	100,00	9,68	0,06	5,53e-03	0,06	0,00
26	19:00:00	600,00	12,00	100,00	182,76	0,52	0,18	0,04	0,00
27	19:00:00	250,00	12,00	100,00	175,39	0,50	0,16	0,04	0,00
28	19:00:00	300,00	12,00	100,00	188,12	0,53	0,19	0,04	0,00
29	19:00:00	200,00	12,00	100,00	216,26	0,61	0,24	0,04	0,00
30	19:00:00	600,00	12,00	100,00	24,12	0,07	4,16e-03	0,06	0,00
31	19:00:00	400,00	8,00	100,00	12,73	0,08	9,18e-03	0,06	0,00
32	19:00:00	400,00	8,00	100,00	7,37	0,05	3,34e-03	0,06	0,00
34	19:00:00	700,00	8,00	100,00	1,15	7,36e-03	1,08e-04	0,09	0,00
35	19:00:00	1000,00	8,00	100,00	2,01	0,01	3,01e-04	0,08	0,00
36	19:00:00	400,00	8,00	100,00	1,01	6,41e-03	8,33e-05	0,09	0,00
37	19:00:00	500,00	8,00	100,00	2,15	0,01	3,42e-04	0,08	0,00
38	19:00:00	500,00	8,00	100,00	1,53	9,74e-03	1,81e-04	0,08	0,00
39	19:00:00	1000,00	8,00	100,00	2,01	0,01	3,01e-04	0,08	0,00
40	19:00:00	700,00	8,00	100,00	0,48	3,09e-03	2,15e-05	0,10	0,00
41	19:00:00	300,00	8,00	100,00	0,67	4,28e-03	3,93e-05	0,09	0,00
1	20:00:00	2,40e+03	12,00	100,00	2,56e-04	7,25e-07	2,37e-14	0,00	0,00
2	20:00:00	800,00	12,00	100,00	18,92	0,05	2,65e-03	0,06	0,00
3	20:00:00	1,30e+03	8,00	100,00	8,84	0,06	4,67e-03	0,06	0,00
4	20:00:00	1,20e+03	8,00	100,00	8,80	0,06	4,63e-03	0,06	0,00
5	20:00:00	1000,00	12,00	100,00	18,88	0,05	2,64e-03	0,06	0,00
6	20:00:00	1,20e+03	12,00	100,00	47,88	0,14	0,01	0,05	0,00
7	20:00:00	2,70e+03	12,00	100,00	54,18	0,15	0,02	0,05	0,00
8	20:00:00	1,20e+03	12,00	140,00	17,64	0,05	1,25e-03	0,03	0,00
9	20:00:00	400,00	12,00	100,00	76,86	0,22	0,04	0,05	0,00
10	20:00:00	1000,00	8,00	140,00	6,30	0,04	1,34e-03	0,04	0,00
11	20:00:00	700,00	12,00	100,00	94,50	0,27	0,05	0,05	0,00
12	20:00:00	1,90e+03	12,00	100,00	138,32	0,39	0,11	0,04	0,00
13	20:00:00	600,00	12,00	100,00	158,48	0,45	0,14	0,04	0,00
14	20:00:00	400,00	12,00	100,00	198,57	0,56	0,21	0,04	0,00
15	20:00:00	300,00	12,00	100,00	261,57	0,74	0,34	0,04	0,00
16	20:00:00	1,50e+03	8,00	100,00	37,57	0,24	0,07	0,05	0,00
17	20:00:00	1,50e+03	8,00	100,00	65,75	0,42	0,19	0,05	0,00
18	20:00:00	600,00	8,00	100,00	2,02	0,01	3,03e-04	0,08	0,00
19	20:00:00	700,00	12,00	100,00	42,57	0,12	0,01	0,05	0,00
20	20:00:00	350,00	12,00	100,00	17,37	0,05	2,26e-03	0,06	0,00
21	20:00:00	1,40e+03	8,00	100,00	10,35	0,07	6,26e-03	0,06	0,00
22	20:00:00	1,10e+03	12,00	100,00	60,48	0,17	0,02	0,05	0,00
23	20:00:00	1,30e+03	8,00	100,00	18,34	0,12	0,02	0,06	0,00
24	20:00:00	1,30e+03	8,00	100,00	1,82	0,01	2,50e-04	0,08	0,00
25	20:00:00	1,30e+03	8,00	100,00	18,20	0,12	0,02	0,06	0,00
26	20:00:00	600,00	12,00	100,00	343,70	0,98	0,57	0,04	0,00
27	20:00:00	250,00	12,00	100,00	329,84	0,94	0,53	0,04	0,00
28	20:00:00	300,00	12,00	100,00	353,78	1,00	0,60	0,04	0,00
29	20:00:00	200,00	12,00	100,00	406,70	1,15	0,78	0,04	0,00
30	20:00:00	600,00	12,00	100,00	45,36	0,13	0,01	0,05	0,00
31	20:00:00	400,00	8,00	100,00	23,94	0,15	0,03	0,05	0,00
32	20:00:00	400,00	8,00	100,00	13,86	0,09	0,01	0,06	0,00
34	20:00:00	700,00	8,00	100,00	2,17	0,01	3,46e-04	0,08	0,00
35	20:00:00	1000,00	8,00	100,00	3,78	0,02	9,69e-04	0,07	0,00
36	20:00:00	400,00	8,00	100,00	1,89	0,01	2,68e-04	0,08	0,00
37	20:00:00	500,00	8,00	100,00	4,05	0,03	1,10e-03	0,07	0,00
38	20:00:00	500,00	8,00	100,00	2,87	0,02	5,82e-04	0,07	0,00
39	20:00:00	1000,00	8,00	100,00	3,78	0,02	9,69e-04	0,07	0,00
40	20:00:00	700,00	8,00	100,00	0,91	5,80e-03	6,92e-05	0,09	0,00
41	20:00:00	300,00	8,00	100,00	1,26	8,04e-03	1,27e-04	0,08	0,00
1	21:00:00	2,40e+03	12,00	100,00	2,55e-04	7,25e-07	2,37e-14	0,00	0,00
2	21:00:00	800,00	12,00	100,00	23,43	0,07	3,94e-03	0,06	0,00
3	21:00:00	1,30e+03	8,00	100,00	10,95	0,07	6,94e-03	0,06	0,00
4	21:00:00	1,20e+03	8,00	100,00	10,89	0,07	6,88e-03	0,06	0,00
5	21:00:00	1000,00	12,00	100,00	23,37	0,07	3,92e-03	0,06	0,00
6	21:00:00	1,20e+03	12,00	100,00	59,28	0,17	0,02	0,05	0,00
7	21:00:00	2,70e+03	12,00	100,00	67,08	0,19	0,03	0,05	0,00
8	21:00:00	1,20e+03	12,00	140,00	21,84	0,06	1,86e-03	0,03	0,00
9	21:00:00	400,00	12,00	100,00	95,16	0,27	0,05	0,05	0,00
10	21:00:00	1000,00	8,00	140,00	7,80	0,05	1,99e-03	0,03	0,00
11	21:00:00	700,00	12,00	100,00	117,00	0,33	0,08	0,05	0,00
12	21:00:00	1,90e+03	12,00	100,00	171,26	0,49	0,16	0,04	0,00
13	21:00:00	600,00	12,00	100,00	196,22	0,56	0,20	0,04	0,00
14	21:00:00	400,00	12,00	100,00	245,85	0,70	0,31	0,04	0,00
15	21:00:00	300,00	12,00	100,00	323,85	0,92	0,51	0,04	0,00
16	21:00:00	1,50e+03	8,00	100,00	46,52	0,30	0,10	0,05	0,00
17	21:00:00	1,50e+03	8,00	100,00	81,40	0,52	0,29	0,05	0,00
18	21:00:00	600,00	8,00	100,00	2,50	0,02	4,50e-04	0,08	0,00
19	21:00:00	700,00	12,00	100,00	52,70	0,15	0,02	0,05	0,00
20	21:00:00	350,00	12,00	100,00	21,50	0,06	3,36e-03	0,06	0,00
21	21:00:00	1,40e+03	8,00	100,00	12,82	0,08	9,30e-03	0,06	0,00
22	21:00:00	1,10e+03	12,00	100,00	74,88	0,21	0,03	0,05	0,00
23	21:00:00	1,30e+03	8,00	100,00	22,71	0,14	0,03	0,05	0,00
24	21:00:00	1,30e+03	8,00	100,00	2,25	0,01	3,72e-04	0,08	0,00
25	21:00:00	1,30e+03	8,00	100,00	22,53	0,14	0,03	0,05	0,00
26	21:00:00	600,00	12,00	100,00	425,54	1,21	0,85	0,04	0,00
27	21:00:00	250,00	12,00	100,00	408,38	1,16	0,78	0,04	0,00
28	21:00:00	300,00	12,00	100,00	438,02	1,24	0,89	0,04	0,00
29	21:00:00	200,00	12,00	100,00	503,54	1,43	1,16	0,04	0,00
30	21:00:00	600,00	12,00	100,00	56,16	0,16	0,02	0,05	0,00
31	21:00:00	400,00	8,00	100,00	29,64	0,19	0,04	0,05	0,00
32	21:00:00	400,00	8,00	100,00	17,16	0,11	0,02	0,06	0,00
34	21:00:00	700,00	8,00	100,00	2,69	0,02	5,14e-04	0,08	0,00
35	21:00:00	1000,00	8,00	100,00	4,68	0,03	1,44e-03	0,07	0,00
36	21:00:00	400,00	8,00	100,00	2,34	0,01	3,99e-04	0,08	0,00
37	21:00:00	500,00	8,00	100,00	5,02	0,03	1,64e-03	0,07	0,00
38	21:00:00	500,00	8,00	100,00	3,55	0,02	8,64e-04	0,07	0,00
39	21:00:00	1000,00	8,00	100,00	4,68	0,03	1,44e-03	0,07	0,00
40	21:00:00	700,00	8,00	100,00	1,13	7,19e-03	1,03e-04	0,09	0,00
41	21:00:00	300,00	8,00	100,00	1,56	9,96e-03	1,88e-04	0,08	0,00
1	22:00:00	2,40e+03	12,00	100,00	2,55e-04	7,23e-07	2,37e-14	0,00	0,00
2	22:00:00	800,00	12,00	100,00	17,87	0,05	2,39e-03	0,06	0,00
3	22:00:00	1,30e+03	8,00	100,00	8,35	0,05	4,20e-03	0,06	0,00
4	22:00:00	1,20e+03	8,00	100,00	8,31	0,05	4,17e-03	0,06	0,00
5	22:00:00	1000,00	12,00	100,00	17,83	0,05	2,38e-03	0,06	0,00
6	22:00:00	1,20e+03	12,00	100,00	45,22	0,13	0,01	0,05	0,00
7	22:00:00	2,70e+03	12,00	100,00	51,17	0,15	0,02	0,05	0,00
8	22:00:00	1,20e+03	12,00	140,00	16,66	0,05	1,12e-03	0,03	0,00
9	22:00:00	400,00	12,00	100,00	72,59	0,21	0,03	0,05	0,00
10	22:00:00	1000,00	8,00	140,00	5,95	0,04	1,20e-03	0,04	0,00
11	22:00:00	700,00	12,00	100,00	89,25	0,25	0,05	0,05	0,00
12	22:00:00	1,90e+03	12,00	100,00	130,64	0,37	0,10	0,04	0,00
13	22:00:00	600,00	12,00	100,00	149,68	0,42	0,12	0,04	0,00
14	22:00:00	400,00	12,00	100,00	187,54	0,53	0,19	0,04	0,00
15	22:00:00	300,00	12,00	100,00	247,04	0,70	0,31	0,04	0,00
16	22:00:00	1,50e+03	8,00	100,00	35,48	0,23	0,06	0,05	0,00
17	22:00:00	1,50e+03	8,00	100,00	62,10	0,40	0,17	0,05	0,00
18	22:00:00	600,00	8,00	100,00	1,91	0,01	2,73e-04	0,08	0,00
19	22:00:00	700,00	12,00	100,00	40,20	0,11	0,01	0,05	0,00
20	22:00:00	350,00	12,00	100,00	16,40	0,05	2,04e-03	0,06	0,00
21	22:00:00	1,40e+03	8,00	100,00	9,78	0,06	5,63e-03	0,06	0,00
22	22:00:00	1,10e+03	12,00	100,00	57,12	0,16	0,02	0,05	0,00
23	22:00:00	1,30e+03	8,00	100,00	17,32	0,11	0,02	0,06	0,00
24	22:00:00	1,30e+03	8,00	100,00	1,72	0,01	2,25e-04	0,08	0,00
25	22:00:00	1,30e+03	8,00	100,00	17,19	0,11	0,02	0,06	0,00
26	22:00:00	600,00	12,00	100,00	324,61	0,92	0,51	0,04	0,00
27	22:00:00	250,00	12,00	100,00	311,52	0,88	0,48	0,04	0,00
28	22:00:00	300,00	12,00	100,00	334,13	0,95	0,54	0,04	0,00
29	22:00:00	200,00	12,00	100,00	384,11	1,09	0,70	0,04	0,00
30	22:00:00	600,00	12,00	100,00	42,84	0,12	0,01	0,05	0,00
31	22:00:00	400,00	8,00	100,00	22,61	0,14	0,03	0,05	0,00
32	22:00:00	400,00	8,00	100,00	13,09	0,08	9,67e-03	0,06	0,00
34	22:00:00	700,00	8,00	100,00	2,05	0,01	3,12e-04	0,08	0,00
35	22:00:00	1000,00	8,00	100,00	3,57	0,02	8,71e-04	0,07	0,00
36	22:00:00	400,00	8,00	100,00	1,79	0,01	2,41e-04	0,08	0,00
37	22:00:00	500,00	8,00	100,00	3,83	0,02	9,91e-04	0,07	0,00
38	22:00:00	500,00	8,00	100,00	2,71	0,02	5,23e-04	0,08	0,00
39	22:00:00	1000,00	8,00	100,00	3,57	0,02	8,71e-04	0,07	0,00
40	22:00:00	700,00	8,00	100,00	0,86	5,48e-03	6,23e-05	0,09	0,00
41	22:00:00	300,00	8,00	100,00	1,19	7,60e-03	1,14e-04	0,08	0,00
1	23:00:00	2,40e+03	12,00	100,00	2,55e-04	7,24e-07	2,37e-14	0,00	0,00
2	23:00:00	800,00	12,00	100,00	18,92	0,05	2,65e-03	0,06	0,00
3	23:00:00	1,30e+03	8,00	100,00	8,84	0,06	4,67e-03	0,06	0,00
4	23:00:00	1,20e+03	8,00	100,00	8,80	0,06	4,63e-03	0,06	0,00
5	23:00:00	1000,00	12,00	100,00	18,88	0,05	2,64e-03	0,06	0,00
6	23:00:00	1,20e+03	12,00	100,00	47,88	0,14	0,01	0,05	0,00
7	23:00:00	2,70e+03	12,00	100,00	54,18	0,15	0,02	0,05	0,00
8	23:00:00	1,20e+03	12,00	140,00	17,64	0,05	1,25e-03	0,03	0,00
9	23:00:00	400,00	12,00	100,00	76,86	0,22	0,04	0,05	0,00
10	23:00:00	1000,00	8,00	140,00	6,30	0,04	1,34e-03	0,04	0,00
11	23:00:00	700,00	12,00	100,00	94,50	0,27	0,05	0,05	0,00
12	23:00:00	1,90e+03	12,00	100,00	138,32	0,39	0,11	0,04	0,00
13	23:00:00	600,00	12,00	100,00	158,48	0,45	0,14	0,04	0,00
14	23:00:00	400,00	12,00	100,00	198,57	0,56	0,21	0,04	0,00
15	23:00:00	300,00	12,00	100,00	261,57	0,74	0,34	0,04	0,00
16	23:00:00	1,50e+03	8,00	100,00	37,57	0,24	0,07	0,05	0,00
17	23:00:00	1,50e+03	8,00	100,00	65,75	0,42	0,19	0,05	0,00
18	23:00:00	600,00	8,00	100,00	2,02	0,01	3,03e-04	0,08	0,00
19	23:00:00	700,00	12,00	100,00	42,57	0,12	0,01	0,05	0,00
20	23:00:00	350,00	12,00	100,00	17,37	0,05	2,26e-03	0,06	0,00
21	23:00:00	1,40e+03	8,00	100,00	10,35	0,07	6,26e-03	0,06	0,00
22	23:00:00	1,10e+03	12,00	100,00	60,48	0,17	0,02	0,05	0,00
23	23:00:00	1,30e+03	8,00	100,00	18,34	0,12	0,02	0,06	0,00
24	23:00:00	1,30e+03	8,00	100,00	1,82	0,01	2,50e-04	0,08	0,00
25	23:00:00	1,30e+03	8,00	100,00	18,20	0,12	0,02	0,06	0,00
26	23:00:00	600,00	12,00	100,00	343,70	0,98	0,57	0,04	0,00
27	23:00:00	250,00	12,00	100,00	329,84	0,94	0,53	0,04	0,00
28	23:00:00	300,00	12,00	100,00	353,78	1,00	0,60	0,04	0,00
29	23:00:00	200,00	12,00	100,00	406,70	1,15	0,78	0,04	0,00
30	23:00:00	600,00	12,00	100,00	45,36	0,13	0,01	0,05	0,00
31	23:00:00	400,00	8,00	100,00	23,94	0,15	0,03	0,05	0,00
32	23:00:00	400,00	8,00	100,00	13,86	0,09	0,01	0,06	0,00
34	23:00:00	700,00	8,00	100,00	2,17	0,01	3,46e-04	0,08	0,00
35	23:00:00	1000,00	8,00	100,00	3,78	0,02	9,69e-04	0,07	0,00
36	23:00:00	400,00	8,00	100,00	1,89	0,01	2,68e-04	0,08	0,00
37	23:00:00	500,00	8,00	100,00	4,05	0,03	1,10e-03	0,07	0,00
38	23:00:00	500,00	8,00	100,00	2,87	0,02	5,82e-04	0,07	0,00
39	23:00:00	1000,00	8,00	100,00	3,78	0,02	9,69e-04	0,07	0,00
40	23:00:00	700,00	8,00	100,00	0,91	5,80e-03	6,92e-05	0,09	0,00
41	23:00:00	300,00	8,00	100,00	1,26	8,04e-03	1,27e-04	0,08	0,00
1	24:00:00	2,40e+03	12,00	100,00	381,92	1,08	0,69	0,04	0,00
2	24:00:00	800,00	12,00	100,00	315,71	0,90	0,49	0,04	0,00
3	24:00:00	1,30e+03	8,00	100,00	61,41	0,39	0,17	0,05	0,00
4	24:00:00	1,20e+03	8,00	100,00	53,01	0,34	0,13	0,05	0,00
5	24:00:00	1000,00	12,00	100,00	48,21	0,14	0,02	0,05	0,00
6	24:00:00	1,20e+03	12,00	100,00	359,12	1,02	0,62	0,04	0,00
7	24:00:00	2,70e+03	12,00	100,00	356,12	1,01	0,61	0,04	0,00
8	24:00:00	1,20e+03	12,00	140,00	8,40	0,02	3,16e-04	0,04	0,00
9	24:00:00	400,00	12,00	100,00	345,32	0,98	0,58	0,04	0,00
